ensembl_gene_id,external_gene_name,gene_biotype,chromosome_name,start_position,end_position,strand,description
ENSG00000231211,RPL17P49,processed_pseudogene,X,12395757,12396167,-1,ribosomal protein L17 pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:37009]
ENSG00000231431,FAR2P4,transcribed_unprocessed_pseudogene,2,131296843,131309068,1,fatty acyl-CoA reductase 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:49286]
ENSG00000236141,,lncRNA,2,103806634,103880209,-1,novel transcript
ENSG00000236193,LINC01953,lncRNA,2,213155804,213167724,-1,long intergenic non-protein coding RNA 1953 [Source:HGNC Symbol;Acc:HGNC:52776]
ENSG00000236311,TLX1NB,lncRNA,10,101089321,101141438,-1,TLX1 neighbor [Source:HGNC Symbol;Acc:HGNC:37183]
ENSG00000237055,MTCO1P48,processed_pseudogene,2,94899566,94900661,-1,MT-CO1 pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:52113]
ENSG00000237927,,lncRNA,6,159586955,159589169,-1,novel transcript
ENSG00000239552,HOXB-AS2,lncRNA,17,48557262,48560333,1,HOXB cluster antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40284]
ENSG00000242281,RN7SL159P,misc_RNA,9,129370170,129370461,-1,"RNA, 7SL, cytoplasmic 159, pseudogene [Source:HGNC Symbol;Acc:HGNC:46175]"
ENSG00000242327,,processed_pseudogene,15,52095295,52095747,1,ribosomal protein S13 (RPS13) pseudogene
ENSG00000243420,RN7SL734P,misc_RNA,12,75957833,75958130,-1,"RNA, 7SL, cytoplasmic 734, pseudogene [Source:HGNC Symbol;Acc:HGNC:46750]"
ENSG00000243501,,protein_coding,6,73209746,73263196,-1,novel protein
ENSG00000249302,FTH1P24,processed_pseudogene,4,139546266,139546727,1,ferritin heavy chain 1 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:37642]
ENSG00000249942,,lncRNA,4,74539709,74670773,-1,novel transcript
ENSG00000252247,RNU6-70P,snRNA,13,27343687,27343746,-1,"RNA, U6 small nuclear 70, pseudogene [Source:HGNC Symbol;Acc:HGNC:42560]"
ENSG00000252448,SNORA63,snoRNA,1,37884237,37884317,1,Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]
ENSG00000254861,,lncRNA,11,23761330,23808255,-1,novel transcript
ENSG00000258525,,lncRNA,14,30876179,30889808,-1,"novel transcript, antisense to COCH"
ENSG00000258623,RAD51B-AS1,lncRNA,14,68626404,68685565,-1,RAD51B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58171]
ENSG00000258735,PPP1R13B-DT,lncRNA,14,103847687,103880381,1,PPP1R13B divergent transcript [Source:HGNC Symbol;Acc:HGNC:27069]
ENSG00000259149,,lncRNA,14,42259403,42268704,-1,novel transcript
ENSG00000259163,TTC7B-AS1,lncRNA,14,90642603,90648894,1,TTC7B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56196]
ENSG00000259420,,lncRNA,15,77513452,77608893,1,novel transcript
ENSG00000261312,,lncRNA,16,19706351,19715383,1,"novel transcript, antisense to C16orf88"
ENSG00000261421,,lncRNA,16,49159508,49162023,1,novel transcript
ENSG00000262074,SNORD3B-2,snoRNA,17,19063346,19064136,-1,"small nucleolar RNA, C/D box 3B-2 [Source:HGNC Symbol;Acc:HGNC:33190]"
ENSG00000263409,MIR4747,miRNA,19,4932687,4932740,1,microRNA 4747 [Source:HGNC Symbol;Acc:HGNC:41827]
ENSG00000264089,MIR3681,miRNA,2,12199130,12199201,1,microRNA 3681 [Source:HGNC Symbol;Acc:HGNC:38994]
ENSG00000264930,,processed_pseudogene,17,22606388,22606703,1,"zinc finger, MYM-type 4 (ZMYM4) pseudogene"
ENSG00000265555,LINC01903,lncRNA,18,67808505,67814822,-1,long intergenic non-protein coding RNA 1903 [Source:HGNC Symbol;Acc:HGNC:52722]
ENSG00000267611,,processed_pseudogene,19,33051515,33051701,1,MAD2 mitotic arrest deficient-like 1 (yeast) (MAD2L1) pseudogene
ENSG00000271048,,processed_pseudogene,8,134673131,134673512,1,developmental pluripotency associated 3 (DPPA3) pseudogene
ENSG00000272050,,lncRNA,20,62477870,62478594,1,novel transcript
ENSG00000272088,,lncRNA,1,3487246,3487627,1,novel transcript
ENSG00000272234,,lncRNA,5,42806394,42806997,1,"novel transcript, antisense to SEPP1"
ENSG00000272945,,lncRNA,20,34281632,34286466,-1,novel transcript
ENSG00000273507,,lncRNA,13,39053019,39223238,1,novel transcript
ENSG00000273885,,snoRNA,11,93721797,93721866,1,
ENSG00000275134,,misc_RNA,14,100898958,100899079,1,
ENSG00000277797,,lncRNA,6,81551686,81554092,1,novel transcript
ENSG00000278156,TSC22D1-AS1,lncRNA,13,44575766,44755728,1,TSC22D1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43684]
ENSG00000279000,OR10A6,protein_coding,11,7924592,7931268,-1,olfactory receptor family 10 subfamily A member 6 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15132]
ENSG00000279031,,TEC,16,3292879,3293403,1,TEC
ENSG00000279214,,TEC,1,48262230,48263179,-1,TEC
ENSG00000283897,,lncRNA,5,127215159,127229893,-1,novel transcript
ENSG00000060749,QSER1,protein_coding,11,32892811,32993316,1,glutamine and serine rich 1 [Source:HGNC Symbol;Acc:HGNC:26154]
ENSG00000101194,SLC17A9,protein_coding,20,62952668,62969585,1,solute carrier family 17 member 9 [Source:HGNC Symbol;Acc:HGNC:16192]
ENSG00000104408,EIF3E,protein_coding,8,108162787,108443496,-1,eukaryotic translation initiation factor 3 subunit E [Source:HGNC Symbol;Acc:HGNC:3277]
ENSG00000106263,EIF3B,protein_coding,7,2354086,2380747,1,eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]
ENSG00000107130,NCS1,protein_coding,9,130172347,130237303,1,neuronal calcium sensor 1 [Source:HGNC Symbol;Acc:HGNC:3953]
ENSG00000108641,B9D1,protein_coding,17,19334308,19378193,-1,B9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24123]
ENSG00000118260,CREB1,protein_coding,2,207529737,207605988,1,cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345]
ENSG00000122386,ZNF205,protein_coding,16,3112550,3120527,1,zinc finger protein 205 [Source:HGNC Symbol;Acc:HGNC:12996]
ENSG00000128872,TMOD2,protein_coding,15,51751564,51816363,1,tropomodulin 2 [Source:HGNC Symbol;Acc:HGNC:11872]
ENSG00000130701,RBBP8NL,protein_coding,20,62410237,62427539,-1,RBBP8 N-terminal like [Source:HGNC Symbol;Acc:HGNC:16144]
ENSG00000131061,ZNF341,protein_coding,20,33731657,33792269,1,zinc finger protein 341 [Source:HGNC Symbol;Acc:HGNC:15992]
ENSG00000135617,PRADC1,protein_coding,2,73228010,73233239,-1,protease associated domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16047]
ENSG00000139531,SUOX,protein_coding,12,55996855,56006641,1,sulfite oxidase [Source:HGNC Symbol;Acc:HGNC:11460]
ENSG00000139624,CERS5,protein_coding,12,50129289,50167533,-1,ceramide synthase 5 [Source:HGNC Symbol;Acc:HGNC:23749]
ENSG00000142539,,protein_coding,19,50415799,50428409,1,novel protein
ENSG00000143537,ADAM15,protein_coding,1,155050566,155062780,1,ADAM metallopeptidase domain 15 [Source:HGNC Symbol;Acc:HGNC:193]
ENSG00000144681,STAC,protein_coding,3,36380321,36548045,1,SH3 and cysteine rich domain [Source:HGNC Symbol;Acc:HGNC:11353]
ENSG00000145014,TMEM44,protein_coding,3,194587673,194633689,-1,transmembrane protein 44 [Source:HGNC Symbol;Acc:HGNC:25120]
ENSG00000147853,AK3,protein_coding,9,4709556,4742043,-1,adenylate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17376]
ENSG00000157538,VPS26C,protein_coding,21,37223417,37267919,-1,VPS26 endosomal protein sorting factor C [Source:HGNC Symbol;Acc:HGNC:3044]
ENSG00000161649,CD300LG,protein_coding,17,43847114,43863639,1,CD300 molecule like family member g [Source:HGNC Symbol;Acc:HGNC:30455]
ENSG00000162078,ZG16B,protein_coding,16,2830162,2839585,1,zymogen granule protein 16B [Source:HGNC Symbol;Acc:HGNC:30456]
ENSG00000164162,ANAPC10,protein_coding,4,144831908,145098823,-1,anaphase promoting complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:24077]
ENSG00000167394,ZNF668,protein_coding,16,31060842,31074240,-1,zinc finger protein 668 [Source:HGNC Symbol;Acc:HGNC:25821]
ENSG00000167785,ZNF558,protein_coding,19,8806170,8832314,-1,zinc finger protein 558 [Source:HGNC Symbol;Acc:HGNC:26422]
ENSG00000167799,NUDT8,protein_coding,11,67627937,67629937,-1,nudix hydrolase 8 [Source:HGNC Symbol;Acc:HGNC:8055]
ENSG00000169067,ACTBL2,protein_coding,5,57480018,57482811,-1,actin beta like 2 [Source:HGNC Symbol;Acc:HGNC:17780]
ENSG00000173810,PPIAP7,processed_pseudogene,1,101270875,101271363,-1,peptidylprolyl isomerase A pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:9270]
ENSG00000175600,SUGCT,protein_coding,7,40134044,40861613,1,succinyl-CoA:glutarate-CoA transferase [Source:HGNC Symbol;Acc:HGNC:16001]
ENSG00000179750,APOBEC3B,protein_coding,22,38982347,38992804,1,apolipoprotein B mRNA editing enzyme catalytic subunit 3B [Source:HGNC Symbol;Acc:HGNC:17352]
ENSG00000184471,C1QTNF8,protein_coding,16,1088226,1099401,-1,C1q and TNF related 8 [Source:HGNC Symbol;Acc:HGNC:31374]
ENSG00000184809,B3GALT5-AS1,lncRNA,21,39527841,39612910,-1,B3GALT5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16424]
ENSG00000184967,NOC4L,protein_coding,12,132144425,132152473,1,nucleolar complex associated 4 homolog [Source:HGNC Symbol;Acc:HGNC:28461]
ENSG00000186517,ARHGAP30,protein_coding,1,161046946,161069970,-1,Rho GTPase activating protein 30 [Source:HGNC Symbol;Acc:HGNC:27414]
ENSG00000188026,RILPL1,protein_coding,12,123470054,123534103,-1,Rab interacting lysosomal protein like 1 [Source:HGNC Symbol;Acc:HGNC:26814]
ENSG00000196159,FAT4,protein_coding,4,125314918,125492932,1,FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]
ENSG00000196338,NLGN3,protein_coding,X,71143286,71175255,1,neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]
ENSG00000196605,ZNF846,protein_coding,19,9751993,9793180,-1,zinc finger protein 846 [Source:HGNC Symbol;Acc:HGNC:27260]
ENSG00000197256,KANK2,protein_coding,19,11164267,11197945,-1,KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]
ENSG00000198315,ZKSCAN8,protein_coding,6,28141732,28159461,1,zinc finger with KRAB and SCAN domains 8 [Source:HGNC Symbol;Acc:HGNC:12983]
ENSG00000200217,RNU6-839P,snRNA,10,109239639,109239746,1,"RNA, U6 small nuclear 839, pseudogene [Source:HGNC Symbol;Acc:HGNC:47802]"
ENSG00000200378,RNU5B-4P,snRNA,5,139447907,139448017,1,"RNA, U5B small nuclear 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:34184]"
ENSG00000203877,RIPPLY2,protein_coding,6,83853360,83857515,1,ripply transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:21390]
ENSG00000207004,RNU6-301P,snRNA,14,51724103,51724209,1,"RNA, U6 small nuclear 301, pseudogene [Source:HGNC Symbol;Acc:HGNC:47264]"
ENSG00000213030,CGB8,protein_coding,19,49047638,49049125,-1,chorionic gonadotropin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:16453]
ENSG00000217862,H4C10P,processed_pseudogene,6,27807075,27807339,1,"H4 clustered histone 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:4786]"
ENSG00000221241,SNORD88A,snoRNA,19,50799442,50799532,-1,"small nucleolar RNA, C/D box 88A [Source:HGNC Symbol;Acc:HGNC:32747]"
ENSG00000225310,DNAJC19P4,processed_pseudogene,3,2985231,2985575,-1,DnaJ heat shock protein family (Hsp40) member C19 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:45067]
ENSG00000226088,LINC03102,lncRNA,1,70359556,70360548,-1,long intergenic non-protein coding RNA 3102 [Source:HGNC Symbol;Acc:HGNC:40277]
ENSG00000226312,CFLAR-AS1,lncRNA,2,201140278,201157823,-1,CFLAR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:14437]
ENSG00000226530,,lncRNA,X,51395901,51465839,1,novel transcript
ENSG00000227455,,lncRNA,6,164827724,164832115,1,novel transcript
ENSG00000228373,,processed_pseudogene,9,87423634,87423893,1,NADH dehydrogenase (ubiquinone) 1 alpha (NDUFA4) pseudogene
ENSG00000228889,UBAC2-AS1,lncRNA,13,99181223,99201558,-1,UBAC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42502]
ENSG00000230704,,lncRNA,1,169762929,169764648,-1,novel transcript
ENSG00000231106,LINC01436,lncRNA,21,36005131,36008300,1,long intergenic non-protein coding RNA 1436 [Source:HGNC Symbol;Acc:HGNC:50754]
ENSG00000232039,DEFT1P2,transcribed_unprocessed_pseudogene,8,7006471,7007389,-1,"defensin theta 1, pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33599]"
ENSG00000233155,HMGA1P8,processed_pseudogene,2,74418122,74418442,-1,high mobility group AT-hook 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39183]
ENSG00000236380,VENTXP7,processed_pseudogene,3,21405737,21406508,1,VENT homeobox pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:13638]
ENSG00000236469,,lncRNA,2,71000440,71064746,-1,"novel transcript, antisense to NAGK"
ENSG00000236897,,lncRNA,11,5106062,5107530,-1,novel transcript
ENSG00000240767,RN7SL288P,misc_RNA,13,46169458,46169748,-1,"RNA, 7SL, cytoplasmic 288, pseudogene [Source:HGNC Symbol;Acc:HGNC:46304]"
ENSG00000249413,,lncRNA,4,65998846,66376366,1,novel transcript
ENSG00000250815,,processed_pseudogene,4,53927499,53928138,-1,nucleic acid binding protein 2 (NABP2) pseudogene
ENSG00000250903,GMDS-DT,lncRNA,6,2245231,2525976,1,GMDS divergent transcript [Source:HGNC Symbol;Acc:HGNC:48993]
ENSG00000251111,FCF1P8,processed_pseudogene,4,55351812,55352408,-1,FCF1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:44620]
ENSG00000252971,RNU6-1057P,snRNA,17,20290257,20290358,1,"RNA, U6 small nuclear 1057, pseudogene [Source:HGNC Symbol;Acc:HGNC:48020]"
ENSG00000253526,,lncRNA,8,105826570,105834038,1,novel transcript
ENSG00000255331,,processed_pseudogene,11,60077350,60078401,1,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide (YWHAZ) pseudogene"
ENSG00000256311,,lncRNA,12,119225702,119259116,-1,novel transcript
ENSG00000257381,MIR3179-2,miRNA,16,16300159,16300242,1,microRNA 3179-2 [Source:HGNC Symbol;Acc:HGNC:38325]
ENSG00000257569,GSTP1P1,processed_pseudogene,12,55900300,55900618,1,glutathione S-transferase pi 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4640]
ENSG00000258018,LINC02457,lncRNA,12,116443059,116521047,1,long intergenic non-protein coding RNA 2457 [Source:HGNC Symbol;Acc:HGNC:53393]
ENSG00000258934,YWHAQP1,processed_pseudogene,14,42807378,42808112,-1,YWHAQ pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19937]
ENSG00000261064,LINC02256,lncRNA,15,32535890,32587613,1,long intergenic non-protein coding RNA 2256 [Source:HGNC Symbol;Acc:HGNC:53157]
ENSG00000261416,CORO1A-AS1,lncRNA,16,30183505,30184957,-1,CORO1A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55367]
ENSG00000262732,,lncRNA,16,13930675,13935635,-1,"novel transcript, antisense to ERCC4"
ENSG00000264695,,lncRNA,18,24489375,24491080,1,novel transcript
ENSG00000264743,DPRXP4,processed_pseudogene,17,30975387,30975954,1,divergent-paired related homeobox pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:32170]
ENSG00000267152,,lncRNA,19,37728586,37730643,-1,novel transcript
ENSG00000267359,,lncRNA,17,35553205,35554767,1,"novel transcript, antisense SLFN14"
ENSG00000268505,,lncRNA,16,86190363,86200960,-1,novel transcript
ENSG00000270111,CELF2-DT,lncRNA,10,10326875,10462426,-1,CELF2 divergent transript [Source:HGNC Symbol;Acc:HGNC:54157]
ENSG00000270800,RPS10-NUDT3,protein_coding,6,34284887,34426071,-1,RPS10-NUDT3 readthrough [Source:HGNC Symbol;Acc:HGNC:49181]
ENSG00000273160,,lncRNA,1,167457742,167459891,-1,novel transcript
ENSG00000274210,RNVU1-27,snRNA,1,148522601,148522765,1,"RNA, variant U1 small nuclear 27 [Source:HGNC Symbol;Acc:HGNC:54431]"
ENSG00000274295,,processed_pseudogene,8,53394215,53394795,1,"polymerase (DNA directed), epsilon 2, accessory subunit (POLE2) pseudogene"
ENSG00000275141,MIR6888,miRNA,2,159186835,159186901,1,microRNA 6888 [Source:HGNC Symbol;Acc:HGNC:50071]
ENSG00000275801,,transcribed_unprocessed_pseudogene,1,160775954,160776608,-1,SLAM family member 9 (SLAMF9) pseudogene
ENSG00000276578,,transcribed_unprocessed_pseudogene,19,56485923,56494280,-1,"sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1 (SULT2A1) pseudogene"
ENSG00000278994,,TEC,16,18201501,18201956,1,novel transcript
ENSG00000280337,DUX4L25,unprocessed_pseudogene,10,133667151,133668419,1,double homeobox 4 like 25 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50806]
ENSG00000283433,RNA5SP532,rRNA,20,29874059,29874177,1,"RNA, 5S ribosomal pseudogene 532 [Source:HGNC Symbol;Acc:HGNC:53801]"
ENSG00000283858,MIR3674,miRNA,8,1801125,1801192,1,microRNA 3674 [Source:HGNC Symbol;Acc:HGNC:38915]
ENSG00000080573,COL5A3,protein_coding,19,9959561,10010504,-1,collagen type V alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:14864]
ENSG00000080822,CLDND1,protein_coding,3,98497912,98523066,-1,claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]
ENSG00000091128,LAMB4,protein_coding,7,108023548,108130361,-1,laminin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6491]
ENSG00000100330,MTMR3,protein_coding,22,29883141,30030868,1,myotubularin related protein 3 [Source:HGNC Symbol;Acc:HGNC:7451]
ENSG00000101109,STK4,protein_coding,20,44966494,45084214,1,serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:11408]
ENSG00000101198,NKAIN4,protein_coding,20,63240784,63272694,-1,sodium/potassium transporting ATPase interacting 4 [Source:HGNC Symbol;Acc:HGNC:16191]
ENSG00000105321,CCDC9,protein_coding,19,47255980,47274055,1,coiled-coil domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24560]
ENSG00000105518,TMEM205,protein_coding,19,11342776,11346518,-1,transmembrane protein 205 [Source:HGNC Symbol;Acc:HGNC:29631]
ENSG00000107201,RIGI,protein_coding,9,32455302,32526348,-1,RNA sensor RIG-I [Source:HGNC Symbol;Acc:HGNC:19102]
ENSG00000108830,RND2,protein_coding,17,43025222,43032041,1,Rho family GTPase 2 [Source:HGNC Symbol;Acc:HGNC:18315]
ENSG00000112115,IL17A,protein_coding,6,52186375,52190638,1,interleukin 17A [Source:HGNC Symbol;Acc:HGNC:5981]
ENSG00000124486,USP9X,protein_coding,X,41085431,41236579,1,ubiquitin specific peptidase 9 X-linked [Source:HGNC Symbol;Acc:HGNC:12632]
ENSG00000128536,CDHR3,protein_coding,7,105876796,106036432,1,cadherin related family member 3 [Source:HGNC Symbol;Acc:HGNC:26308]
ENSG00000130640,TUBGCP2,protein_coding,10,133278635,133318823,-1,tubulin gamma complex component 2 [Source:HGNC Symbol;Acc:HGNC:18599]
ENSG00000131435,PDLIM4,protein_coding,5,132257644,132273454,1,PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]
ENSG00000133107,TRPC4,protein_coding,13,37632063,37870204,-1,transient receptor potential cation channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:12336]
ENSG00000133641,RLIG1,protein_coding,12,88033846,88050160,1,RNA 5'-phosphate and 3'-OH ligase 1 [Source:HGNC Symbol;Acc:HGNC:25322]
ENSG00000135074,ADAM19,protein_coding,5,157395534,157575858,-1,ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197]
ENSG00000137077,CCL21,protein_coding,9,34709005,34710167,-1,C-C motif chemokine ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620]
ENSG00000138434,ITPRID2,protein_coding,2,181891730,181930738,1,ITPR interacting domain containing 2 [Source:HGNC Symbol;Acc:HGNC:11319]
ENSG00000141367,CLTC,protein_coding,17,59619680,59696956,1,clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]
ENSG00000145817,YIPF5,protein_coding,5,144158162,144170714,-1,Yip1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:24877]
ENSG00000151715,TMEM45B,protein_coding,11,129815791,129861265,1,transmembrane protein 45B [Source:HGNC Symbol;Acc:HGNC:25194]
ENSG00000154478,GPR26,protein_coding,10,123666355,123697399,1,G protein-coupled receptor 26 [Source:HGNC Symbol;Acc:HGNC:4481]
ENSG00000161132,PRODHLP,unprocessed_pseudogene,22,20299760,20313216,1,"proline dehydrogenase like, pseudogene [Source:HGNC Symbol;Acc:HGNC:56289]"
ENSG00000163093,BBS5,protein_coding,2,169479480,169506655,1,Bardet-Biedl syndrome 5 [Source:HGNC Symbol;Acc:HGNC:970]
ENSG00000163902,RPN1,protein_coding,3,128619968,128681075,-1,ribophorin I [Source:HGNC Symbol;Acc:HGNC:10381]
ENSG00000164038,SLC9B2,protein_coding,4,103019868,103085829,-1,solute carrier family 9 member B2 [Source:HGNC Symbol;Acc:HGNC:25143]
ENSG00000165204,OR1K1,protein_coding,9,122800123,122801073,1,olfactory receptor family 1 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:8212]
ENSG00000165264,NDUFB6,protein_coding,9,32553001,32573184,-1,NADH:ubiquinone oxidoreductase subunit B6 [Source:HGNC Symbol;Acc:HGNC:7701]
ENSG00000167291,TBC1D16,protein_coding,17,79932343,80035877,-1,TBC1 domain family member 16 [Source:HGNC Symbol;Acc:HGNC:28356]
ENSG00000168621,GDNF,protein_coding,5,37812677,37840041,-1,glial cell derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:4232]
ENSG00000171160,MORN4,protein_coding,10,97614551,97634135,-1,MORN repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:24001]
ENSG00000171453,POLR1C,protein_coding,6,43509702,43562419,1,RNA polymerase I and III subunit C [Source:HGNC Symbol;Acc:HGNC:20194]
ENSG00000171999,OR52P2P,unitary_pseudogene,11,4431323,4432277,-1,olfactory receptor family 52 subfamily P member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:15233]
ENSG00000172377,OR9I1,protein_coding,11,58116742,58125530,-1,olfactory receptor family 9 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:14718]
ENSG00000173064,HECTD4,protein_coding,12,112160188,112382439,-1,HECT domain E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:26611]
ENSG00000176515,,lncRNA,6,1079929,1104946,1,novel transcript
ENSG00000179632,MAF1,protein_coding,8,144103112,144107618,1,"MAF1 homolog, negative regulator of RNA polymerase III [Source:HGNC Symbol;Acc:HGNC:24966]"
ENSG00000180714,OR5AZ1P,unprocessed_pseudogene,11,57917297,57918239,-1,olfactory receptor family 5 subfamily AZ member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15262]
ENSG00000188389,PDCD1,protein_coding,2,241849884,241858894,-1,programmed cell death 1 [Source:HGNC Symbol;Acc:HGNC:8760]
ENSG00000189067,LITAF,protein_coding,16,11546875,11636395,-1,lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841]
